pert_iname,n_cell_lines,cell_lines,n_total_signatures
naringin,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
BRD-K58214070,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",12
BRD-K58247702,8,"['A375', 'A549', 'HCC515', 'HEPG2', 'HT29', 'MCF7', 'PC3', 'VCAP']",12
BRD-K58318000,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
myricetin,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",35
nabumetone,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",19
BRD-K58033748,8,"['A375', 'A549', 'HCC515', 'HEPG2', 'HT29', 'MCF7', 'PC3', 'VCAP']",12
BRD-K57592392,8,"['A375', 'A549', 'HCC515', 'HEPG2', 'HT29', 'MCF7', 'PC3', 'VCAP']",12
NS-3694,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
NSC-119889,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
BRD-K58679021,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
BRD-K58808184,8,"['A375', 'A549', 'HT29', 'MCF7', 'NEU', 'NPC', 'PC3', 'VCAP']",13
BRD-K58846134,8,"['A375', 'A549', 'HCC515', 'HEPG2', 'HT29', 'MCF7', 'PC3', 'VCAP']",12
BRD-K58853583,8,"['A375', 'A549', 'HCC515', 'HEPG2', 'HT29', 'MCF7', 'PC3', 'VCAP']",12
nevirapine,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",22
BRD-K16934333,8,"['A375', 'A549', 'HT29', 'MCF7', 'NEU', 'NPC', 'PC3', 'VCAP']",9
BRD-K16940042,8,"['A375', 'A549', 'HCC515', 'HEPG2', 'HT29', 'MCF7', 'PC3', 'VCAP']",12
BRD-K16947188,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
metixene,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",19
metrizamide,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",19
BRD-K18495986,8,"['A375', 'A549', 'HCC515', 'HEPG2', 'HT29', 'MCF7', 'PC3', 'VCAP']",12
BRD-K18542345,8,"['A375', 'A549', 'HT29', 'MCF7', 'NEU', 'NPC', 'PC3', 'VCAP']",14
BRD-K18595892,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
BRD-K18641148,8,"['A375', 'A549', 'HT29', 'MCF7', 'NEU', 'NPC', 'PC3', 'VCAP']",13
BRD-K57166447,8,"['A375', 'A549', 'HT29', 'MCF7', 'NEU', 'NPC', 'PC3', 'VCAP']",11
BRD-K57238941,8,"['A375', 'A549', 'HCC515', 'HEPG2', 'HT29', 'MCF7', 'PC3', 'VCAP']",12
PHCCC,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
BRD-K18761689,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
BRD-K16472144,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
BRD-K16535949,8,"['A375', 'A549', 'HT29', 'MCF7', 'NEU', 'NPC', 'PC3', 'VCAP']",17
BRD-K16618170,8,"['A375', 'A549', 'HCC515', 'HEPG2', 'HT29', 'MCF7', 'PC3', 'VCAP']",12
niridazole,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",19
nitrarine,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
nitrofural,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",19
nicotine,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",26
niflumic-acid,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",14
BRD-K16625384,8,"['A375', 'A549', 'HT29', 'MCF7', 'NEU', 'NPC', 'PC3', 'VCAP']",13
BRD-K16714380,8,"['A375', 'A549', 'HT29', 'MCF7', 'NEU', 'NPC', 'PC3', 'VCAP']",10
BRD-K16752617,8,"['A375', 'A549', 'HT29', 'MCF7', 'NEU', 'NPC', 'PC3', 'VCAP']",11
BRD-K16782389,8,"['A375', 'A549', 'HT29', 'MCF7', 'NEU', 'NPC', 'PC3', 'VCAP']",11
methapyrilene,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",17
methazolamide,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
BRD-K19011062,8,"['A375', 'A549', 'HT29', 'MCF7', 'NEU', 'NPC', 'PC3', 'VCAP']",12
BRD-K16034108,8,"['A375', 'A549', 'HT29', 'MCF7', 'NEU', 'NPC', 'PC3', 'VCAP']",11
ofloxacin,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",14
nomifensine,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",14
nor-binaltorphimine,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
BRD-K16358524,8,"['A375', 'A549', 'HCC515', 'HEPG2', 'HT29', 'MCF7', 'PC3', 'VCAP']",12
norethindrone,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",29
BRD-K58999277,8,"['A375', 'A549', 'HCC515', 'HEPG2', 'HT29', 'MCF7', 'PC3', 'VCAP']",12
BRD-K59024967,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
BRD-K57480017,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
BRD-K57016430,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
BRD-K57044355,8,"['A375', 'A549', 'HCC515', 'HEPG2', 'HT29', 'MCF7', 'PC3', 'VCAP']",12
BRD-K57073585,8,"['A375', 'A549', 'HT29', 'MCF7', 'NEU', 'NPC', 'PC3', 'VCAP']",13
BRD-K57104759,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",11
BRD-K15916856,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",11
BRD-K15923759,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",11
BRD-K15935695,8,"['A375', 'A549', 'HT29', 'MCF7', 'NEU', 'NPC', 'PC3', 'VCAP']",12
BRD-K59472190,8,"['A375', 'A549', 'HT29', 'MCF7', 'NEU', 'NPC', 'PC3', 'VCAP']",9
N-formylmethionylalanine,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
N-methylquipazine,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
N20C,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
N6-cyclopentyladenosine,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
BRD-K59222562,8,"['A375', 'A549', 'HCC515', 'HEPG2', 'HT29', 'MCF7', 'PC3', 'VCAP']",12
BRD-K15973523,8,"['A375', 'A549', 'HT29', 'MCF7', 'NEU', 'NPC', 'PC3', 'VCAP']",11
BRD-K18953385,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
methimazole,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
methotrexate,8,"['A375', 'A549', 'HA1E', 'HT29', 'MCF7', 'NKDBA', 'PC3', 'VCAP']",32
methoxsalen,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",34
BRD-K56658166,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
BRD-K56697208,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
BRD-K19189705,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",11
BRD-K19198293,8,"['A375', 'A549', 'HT29', 'MCF7', 'NEU', 'NPC', 'PC3', 'VCAP']",13
mercaptopurine,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",14
meropenem,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",26
BRD-K19290969,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
BRD-K19390271,8,"['A375', 'A549', 'HT29', 'MCF7', 'NEU', 'NPC', 'PC3', 'VCAP']",13
BRD-K19410523,8,"['A375', 'A549', 'HCC515', 'HEPG2', 'HT29', 'MCF7', 'PC3', 'VCAP']",12
BRD-K19433082,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
mesna,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
mestinon,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
MW-STK33-23,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",11
BRD-K15467014,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
BRD-K15640888,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
oleylethanolamide,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
orciprenaline,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",26
BRD-K15892609,8,"['A375', 'A549', 'HT29', 'MCF7', 'NEU', 'NPC', 'PC3', 'VCAP']",11
BRD-K56555032,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",11
BRD-K56130969,8,"['A375', 'A549', 'HT29', 'MCF7', 'NEU', 'NPC', 'PC3', 'VCAP']",11
BRD-K56208365,8,"['A375', 'A549', 'HT29', 'MCF7', 'NEU', 'NPC', 'PC3', 'VCAP']",13
PSB-1115,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
PSB-36,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
PSH-003,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
PSH-008,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
PSH-010,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
BRD-K60202068,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
BRD-K60212338,8,"['A375', 'A549', 'HT29', 'MCF7', 'NEU', 'NPC', 'PC3', 'VCAP']",13
BRD-K59761766,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
BRD-K59805090,8,"['A375', 'A549', 'HT29', 'MCF7', 'NEU', 'NPC', 'PC3', 'VCAP']",11
MW-STK33-1B,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",11
BRD-K19059335,8,"['A375', 'A549', 'HCC515', 'HEPG2', 'HT29', 'MCF7', 'PC3', 'VCAP']",12
BRD-K19117583,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
BRD-K19134488,8,"['A375', 'A549', 'HCC515', 'HEPG2', 'HT29', 'MCF7', 'PC3', 'VCAP']",12
mephenytoin,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",19
mepireserpate,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
PSH-024,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
PSH-025,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
PSH-026,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
PSH-027,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
BRD-K15206810,8,"['A375', 'A549', 'HCC515', 'HEPG2', 'HT29', 'MCF7', 'PC3', 'VCAP']",12
BRD-K15293421,8,"['A375', 'A549', 'HCC515', 'HEPG2', 'HT29', 'MCF7', 'PC3', 'VCAP']",12
oxotremorine-sesquifumarate,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
oxprenolol,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",19
oxybutynin,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",11
mesulergine,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
met-leu-phe,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
metanephrine,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
BRD-K56446541,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
BRD-K56489029,8,"['A375', 'A549', 'HCC515', 'HEPG2', 'HT29', 'MCF7', 'PC3', 'VCAP']",12
BRD-K60836534,8,"['A375', 'A549', 'HT29', 'MCF7', 'NEU', 'NPC', 'PC3', 'VCAP']",12
BRD-K60870698,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
BRD-K60895275,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",11
BRD-K14914284,8,"['A375', 'A549', 'HCC515', 'HEPG2', 'HT29', 'MCF7', 'PC3', 'VCAP']",12
BRD-K15030062,8,"['A375', 'A549', 'HT29', 'MCF7', 'NEU', 'NPC', 'PC3', 'VCAP']",13
BRD-K15050703,8,"['A375', 'A549', 'HT29', 'MCF7', 'NEU', 'NPC', 'PC3', 'VCAP']",14
BRD-K60391168,8,"['A375', 'A549', 'HT29', 'MCF7', 'NEU', 'NPC', 'PC3', 'VCAP']",12
BRD-K60571253,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
BRD-K60636255,8,"['A375', 'A549', 'HT29', 'MCF7', 'NEU', 'NPC', 'PC3', 'VCAP']",14
BRD-K60637442,8,"['A375', 'A549', 'HT29', 'MCF7', 'NEU', 'NPC', 'PC3', 'VCAP']",14
PSH-013,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
PSH-021,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
PSH-023,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
BRD-K19735876,8,"['A375', 'A549', 'HCC515', 'HEPG2', 'HT29', 'MCF7', 'PC3', 'VCAP']",12
BRD-K19826688,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HEPG2', 'HT29', 'MCF7', 'PC3']",110
memantine,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",26
BRD-K55487965,8,"['A375', 'A549', 'HCC515', 'HEPG2', 'HT29', 'MCF7', 'PC3', 'VCAP']",12
BRD-K55502647,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
BRD-K55533488,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HEPG2', 'HT29', 'MCF7', 'PC3']",48
BRD-K61001510,8,"['A375', 'A549', 'HT29', 'MCF7', 'NEU', 'NPC', 'PC3', 'VCAP']",13
ML-9,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
pemoline,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",22
BRD-K14609189,8,"['A375', 'A549', 'HCC515', 'HEPG2', 'HT29', 'MCF7', 'PC3', 'VCAP']",12
BRD-K14711204,8,"['A375', 'A549', 'HCC515', 'HEPG2', 'HT29', 'MCF7', 'PC3', 'VCAP']",12
BRD-K14721042,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",11
PSH-028,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
BRD-K55851396,8,"['A375', 'A549', 'HEPG2', 'HUH7', 'MCF7', 'PC3', 'PHH', 'VCAP']",18
QX-222,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
R-59022,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
medetomidine,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
mefloquine,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",14
megestrol,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",41
BRD-K14236372,8,"['A375', 'A549', 'HCC515', 'HEPG2', 'HT29', 'MCF7', 'PC3', 'VCAP']",12
phenamil,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
penicillic-acid,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
pentobarbital,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",19
pepstatin,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",19
periplocymarin,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
BRD-K14355517,8,"['A375', 'A549', 'HCC515', 'HEPG2', 'HT29', 'MCF7', 'PC3', 'VCAP']",12
BRD-K14415573,8,"['A375', 'A549', 'HT29', 'MCF7', 'NEU', 'NPC', 'PC3', 'VCAP']",13
MK-212,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
MK-5108,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HEPG2', 'HT29', 'MCF7', 'PC3']",47
BRD-K60996261,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",11
BRD-K19677752,8,"['A375', 'A549', 'HT29', 'MCF7', 'NEU', 'NPC', 'PC3', 'VCAP']",11
marbofloxacin,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",11
marmesin,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
BRD-K20099363,8,"['A375', 'A549', 'HT29', 'MCF7', 'NEU', 'NPC', 'PC3', 'VCAP']",12
BRD-K20126873,8,"['A375', 'A549', 'HT29', 'MCF7', 'NEU', 'NPC', 'PC3', 'VCAP']",13
BRD-K13559922,8,"['A375', 'A549', 'HT29', 'MCF7', 'NEU', 'NPC', 'PC3', 'VCAP']",14
BRD-K13665914,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
MAZ-51,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
MBCQ,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
BRD-K61679744,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
BRD-K61718261,8,"['A375', 'A549', 'HCC515', 'HEPG2', 'HT29', 'MCF7', 'PC3', 'VCAP']",12
BRD-K61237522,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
phensuximide,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",19
BRD-K13842623,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
BRD-K14048378,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
phenylalanyltyrosine,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
phenytoin,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",11
BRD-K61413806,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",11
MDL-11939,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
MDL-73005EF,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",26
BRD-K14471942,8,"['A375', 'A549', 'HT29', 'MCF7', 'NEU', 'NPC', 'PC3', 'VCAP']",11
BRD-K55082668,8,"['A375', 'A549', 'HEPG2', 'HT29', 'HUH7', 'MCF7', 'PHH', 'VCAP']",18
BRD-K55179756,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",11
BRD-K20310932,8,"['A375', 'A549', 'HT29', 'MCF7', 'NEU', 'NPC', 'PC3', 'VCAP']",11
BRD-K20332840,8,"['A375', 'A549', 'HT29', 'MCF7', 'NEU', 'NPC', 'PC3', 'VCAP']",9
BRD-K20352452,8,"['A375', 'A549', 'HT29', 'MCF7', 'NEU', 'NPC', 'PC3', 'VCAP']",13
BRD-K55186349,8,"['A375', 'A549', 'HCC515', 'HEPG2', 'HT29', 'MCF7', 'PC3', 'VCAP']",12
BRD-K55194575,8,"['A375', 'A549', 'HT29', 'MCF7', 'NEU', 'NPC', 'PC3', 'VCAP']",12
RHO-kinase-inhibitor-II,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
LY-83583,8,"['A375', 'HA1E', 'HCC515', 'HEPG2', 'HT29', 'MCF7', 'PC3', 'VCAP']",12
piperacillin,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
BRD-K13046565,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
BRD-K13060097,8,"['A375', 'A549', 'HT29', 'MCF7', 'NEU', 'NPC', 'PC3', 'VCAP']",11
BRD-K13146765,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
BRD-K13318664,8,"['A375', 'A549', 'HCC515', 'HEPG2', 'HT29', 'MCF7', 'PC3', 'VCAP']",12
phylloquinone,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",11
piceid,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
BRD-K20718732,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",11
BRD-K20827972,8,"['A375', 'A549', 'HT29', 'MCF7', 'NEU', 'NPC', 'PC3', 'VCAP']",9
linoleic-acid,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
liothyronine,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",19
liquiritigenin,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
BRD-K12540328,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
BRD-K12579869,8,"['A375', 'A549', 'HCC515', 'HEPG2', 'HT29', 'MCF7', 'PC3', 'VCAP']",12
BRD-K12683703,8,"['A375', 'A549', 'HT29', 'MCF7', 'NEU', 'NPC', 'PC3', 'VCAP']",13
BRD-K12690157,8,"['A375', 'A549', 'HCC515', 'HEPG2', 'HT29', 'MCF7', 'PC3', 'VCAP']",12
piribedil,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",30
pirlindole,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",19
BRD-K12707296,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
BRD-K62056344,8,"['A375', 'A549', 'HEPG2', 'HUH7', 'MCF7', 'PC3', 'PHH', 'VCAP']",18
BRD-K62242359,8,"['A375', 'A549', 'HT29', 'MCF7', 'NEU', 'NPC', 'PC3', 'VCAP']",13
LY-344864,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
BRD-K55077180,8,"['A375', 'A549', 'HT29', 'MCF7', 'NEU', 'NPC', 'PC3', 'VCAP']",13
procyclidine,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",15
profenamine,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",19
prilocaine,8,"['A375', 'A549', 'HA1E', 'HCC515', 'HT29', 'MCF7', 'PC3', 'VCAP']",14
BRD-K12401458,8,"['A375', 'A549', 'HCC515', 'HEPG2', 'HT29', 'MCF7', 'PC3', 'VCAP']",12
BRD-K12411950,8,"['A375', 'A549', 'HT29', 'MCF7', 'NEU', 'NPC', 'PC3', 'VCAP']",13
BRD-K11928012,8,"['A375', 'A549', 'HCC515', 'HEPG2', 'HT29', 'MCF7', 'PC3', 'VCAP']",12
